id,nume,post,iesiri_din_poarta,plonjari,goluri_primite,minute_jucate,boxari,parade,pase_gol,sanse_create,goluri,precizie_pase,suturi,suturi_blocate,precizie_suturi,centrari,pase_cheie,mingi_profunzime,pase,dueluri_aeriene_pierdute,dueluri_aeriene_castigate,degajari,deposedat,driblinguri_incercate,driblinguri_reusite,dueluri_pierdute,dueluri_castigate,faulturi,interceptii,recuperari,deposedari_incercate,deposedari_reusite,faultat,cartonase_galbene,cartonase_rosii,rating
169756,Adrian,portar,0,1,0,51,0,2,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2
303339,Sadio Mané,atacant,0,0,0,16,0,0,0,0,0,82,0,0,0,0,0,0,11,0,0,0,1,1,1,2,1,0,0,1,0,0,0,0,0,6.1
319784,Alisson Becker,portar,0,1,0,39,0,2,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.2
760712,Trent Alexander-Arnold,fundas,0,0,0,90,0,0,1,2,0,60,2,0,50,8,3,10,40,0,1,1,1,1,0,4,2,1,2,7,1,1,0,0,0,7.7
568571,Joseph Gomez,fundas,0,0,0,90,0,0,0,0,0,83,0,0,0,0,1,6,54,0,4,0,0,0,0,2,6,2,0,4,2,1,0,0,0,7
209405,Virgil van Dijk,fundas,0,0,0,90,0,0,0,0,1,88,1,0,100,0,0,5,57,1,5,3,0,0,0,1,8,0,5,3,3,1,0,0,0,8.4
357880,Andrew Robertson,fundas,0,0,0,90,0,0,0,0,0,91,2,0,0,9,1,6,70,1,1,1,1,0,0,2,2,0,1,6,1,0,0,0,0,7
156008,Jordan Henderson,mijlocas,0,0,0,90,0,0,0,0,0,83,2,1,50,4,0,11,54,0,0,0,0,3,2,5,6,2,2,6,2,1,2,0,0,7.4
359188,Fabinho,mijlocas,0,0,0,90,0,0,0,0,0,79,1,0,100,0,1,3,42,0,1,0,1,1,1,3,11,1,2,10,8,5,1,0,0,7.9
108038,Georginio Wijnaldum,mijlocas,0,0,0,90,0,0,0,0,0,92,0,0,0,0,0,3,39,0,1,0,2,1,1,5,4,2,1,6,0,0,2,0,0,6.6
292462,Mohamed Salah,atacant,0,0,0,90,0,0,1,1,1,73,2,0,50,7,3,0,30,1,0,0,1,2,2,5,3,1,0,2,0,0,1,0,0,8.6
242709,Roberto Firmino,atacant,0,0,0,86,0,0,1,1,0,77,4,2,25,0,1,1,30,4,1,0,0,5,4,7,7,0,0,5,1,1,1,0,0,8.2
426202,Divock Origi,atacant,0,0,0,74,0,0,0,1,1,61,1,0,100,4,2,2,18,0,1,0,1,1,0,2,6,0,1,2,3,3,2,0,0,8.2
683450,Pablo Fornals,mijlocas,0,0,0,45,0,0,0,0,0,85,0,0,0,1,0,0,13,1,0,0,3,0,0,4,5,0,0,4,3,2,2,0,0,5.7
32728,Robert Snodgrass,mijlocas,0,0,0,34,0,0,0,1,0,87,0,0,0,3,1,1,15,1,1,0,1,0,0,4,2,1,0,3,0,0,1,0,0,5.6
70409,Javier Hernández,atacant,0,0,0,24,0,0,0,0,0,100,2,0,50,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.6
30973,Lukasz Fabianski,portar,0,3,0,90,0,4,0,0,0,0,0,0,0,0,0,21,29,0,0,0,0,1,1,0,1,0,0,10,0,0,0,0,0,4.5
194323,Ryan Fredericks,fundas,0,0,0,90,0,0,0,0,0,85,0,0,0,3,0,1,34,0,3,2,0,0,0,2,8,1,1,4,3,1,2,0,0,4.8
307438,Fabian Balbuena,fundas,0,0,0,90,0,0,0,0,0,75,0,0,0,0,0,9,40,1,2,4,0,0,0,4,2,2,0,5,0,0,0,1,0,4.1
696443,Issa Diop,fundas,0,0,0,90,0,0,0,0,0,87,1,0,0,0,0,3,39,1,1,2,1,0,0,3,3,1,2,5,1,0,1,0,0,4.2
155782,Aaron Cresswell,fundas,0,0,0,90,0,0,0,0,0,77,0,0,0,1,0,2,30,2,0,0,2,1,0,6,2,0,0,2,1,1,1,0,0,3.6
143793,Jack Wilshere,mijlocas,0,0,0,56,0,0,0,0,0,88,0,0,0,0,0,1,24,0,3,0,1,0,0,2,7,0,0,5,1,0,3,0,0,5.8
654096,Declan Rice,mijlocas,0,0,0,90,0,0,0,0,0,89,0,0,0,0,0,5,45,0,0,0,0,3,2,3,7,0,2,8,4,2,1,0,0,5.1
230190,Felipe Anderson,atacant,0,0,0,66,0,0,0,0,0,75,0,0,0,2,0,2,24,1,0,1,2,2,1,7,2,1,0,1,0,0,1,1,0,5.4
210276,Manuel Lanzini,mijlocas,0,0,0,90,0,0,0,0,0,81,1,0,100,1,0,2,48,0,1,0,1,3,3,3,6,0,0,6,1,1,1,0,0,6.6
158545,Michail Antonio,atacant,0,0,0,45,0,0,0,0,0,60,0,0,0,1,1,0,20,3,5,0,2,2,1,6,6,0,1,0,0,0,0,0,0,5.9
352968,Sebastien Haller,atacant,0,0,0,90,0,0,0,0,0,89,1,0,100,0,0,0,35,7,2,0,0,0,0,9,6,0,3,4,4,3,0,0,0,6.3
746395,Aaron Ramsdale,portar,0,2,0,90,0,2,0,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,6.1
819762,Chris Mepham,fundas,0,0,0,90,0,0,0,1,1,83,2,0,50,0,0,10,65,2,1,2,0,2,1,5,6,2,1,8,1,1,3,0,0,7.8
156013,Steve Cook,fundas,0,0,0,90,0,0,0,0,0,88,1,0,0,0,0,9,67,0,1,5,0,0,0,0,2,0,2,2,0,0,1,0,0,6.8
417068,Nathan Aké,fundas,0,0,0,90,0,0,0,1,0,91,2,1,0,0,2,6,68,2,2,1,0,0,0,2,5,1,2,2,3,3,0,0,0,7.3
160447,Adam Smith,fundas,0,0,0,90,0,0,0,0,0,92,0,0,0,2,0,2,48,0,0,0,1,2,2,3,4,1,0,4,0,0,2,1,0,6.6
466672,Jefferson Lerma,mijlocas,0,0,0,90,0,0,0,0,0,66,2,1,0,0,0,7,56,2,2,2,0,2,1,4,7,0,0,15,2,2,3,0,0,6.8
532743,Philip Billing,mijlocas,0,0,0,90,0,0,0,0,0,85,2,0,50,0,2,2,53,4,2,0,2,0,0,11,8,2,4,6,6,4,0,0,0,6.9
488718,Diego Rico,fundas,0,0,0,90,0,0,0,0,0,64,1,0,0,3,1,9,44,0,0,3,0,1,1,1,6,0,3,5,5,3,0,0,0,7.4
185236,Joshua King,atacant,0,0,0,90,0,0,0,0,0,54,1,1,0,0,1,1,24,2,5,0,0,8,3,8,9,1,1,7,0,0,1,0,0,6.9
184321,Callum Wilson,atacant,0,0,0,89,0,0,0,0,0,50,1,0,100,1,0,1,12,8,1,0,2,0,0,11,2,2,0,0,0,0,1,0,0,5.2
230916,Ryan Fraser,mijlocas,0,0,0,90,0,0,0,0,0,93,1,0,0,8,1,0,27,0,0,0,0,2,0,3,5,1,0,2,1,0,4,1,0,6.8
280484,Nick Pope,portar,0,1,0,90,0,3,0,0,0,0,0,0,0,0,1,26,31,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,7.7
183715,Matthew Lowton,fundas,0,0,0,90,0,0,0,0,0,63,0,0,0,3,1,4,24,0,1,1,0,2,2,1,6,1,2,5,2,0,1,0,0,7.5
243138,James Tarkowski,fundas,0,0,0,90,0,0,0,0,0,59,2,2,0,0,0,10,39,0,2,2,0,1,1,1,7,1,3,7,2,2,3,0,0,7.7
240538,Ben Mee,fundas,0,0,0,90,0,0,0,0,0,56,0,0,0,0,0,10,48,3,8,4,0,0,0,4,11,0,3,4,2,2,1,0,0,7.6
37194,Erik Pieters,fundas,0,0,0,90,0,0,2,1,0,54,1,0,0,2,2,15,56,0,1,2,0,0,0,1,9,0,2,5,7,4,1,0,0,8.9
46008,Jack Cork,mijlocas,0,0,0,90,0,0,0,0,0,64,0,0,0,0,0,3,36,2,3,0,0,0,0,5,4,1,1,8,1,1,0,0,0,6.7
129915,Johann Berg Gudmundsson,mijlocas,0,0,0,90,0,0,0,0,1,36,2,0,50,3,2,4,14,1,0,1,0,4,3,4,5,1,2,5,1,0,1,0,0,8.2
182223,Ashley Westwood,mijlocas,0,0,0,90,0,0,0,0,0,59,0,0,0,1,1,9,32,0,0,1,1,0,0,2,0,0,0,5,0,0,0,0,0,6.5
939542,Dwight McNeil,mijlocas,0,0,0,84,0,0,0,0,0,67,0,0,0,3,0,1,18,0,1,0,2,4,4,2,10,0,1,4,4,3,1,0,0,7.5
169719,Chris Wood,atacant,0,0,0,90,0,0,0,0,0,38,1,0,0,2,0,0,13,5,2,1,1,0,0,7,3,1,0,2,0,0,1,0,0,6.1
107280,Ashley Barnes,atacant,0,0,0,84,0,0,0,1,2,58,4,0,75,0,0,0,19,7,5,0,1,4,4,9,11,1,0,3,1,0,1,0,0,9
198510,Wilfried Zaha,atacant,0,0,0,25,0,0,0,0,0,50,1,1,0,0,0,0,6,0,0,0,4,2,2,4,4,0,0,1,1,0,1,0,0,5.8
109222,Vicente Guaita,portar,0,1,0,90,1,2,0,0,0,0,0,0,0,0,0,18,24,0,1,1,0,0,0,0,1,0,0,6,0,0,0,0,0,7.1
146830,Joel Ward,fundas,0,0,0,90,0,0,0,0,0,67,0,0,0,0,0,3,21,1,4,4,0,0,0,1,7,0,1,2,1,1,2,0,0,7.1
154271,Martin Kelly,fundas,0,0,0,90,0,0,0,0,0,68,0,0,0,1,0,6,19,2,2,9,0,0,0,3,2,0,0,5,0,0,0,0,0,6.7
23837,Scott Dann,fundas,0,0,0,90,0,0,0,0,0,69,1,1,0,0,0,7,29,3,5,3,0,1,0,4,5,0,0,3,0,0,0,0,0,6.6
180330,Patrick van Aanholt,fundas,0,0,0,90,0,0,0,0,0,65,0,0,0,1,0,1,20,2,2,2,0,1,0,3,5,0,1,5,2,0,1,0,0,6.8
166422,Andros Townsend,mijlocas,0,0,0,90,0,0,0,0,0,67,0,0,0,6,1,3,21,0,0,0,1,3,2,3,7,1,0,7,3,3,2,0,0,7.1
28901,James McArthur,mijlocas,0,0,0,90,0,0,0,0,0,59,0,0,0,0,1,2,34,0,1,1,0,2,2,5,8,4,3,10,5,4,0,0,0,7.5
163616,Luka Milivojevic,mijlocas,0,0,0,90,0,0,0,0,0,61,0,0,0,3,1,7,36,0,3,0,0,0,0,8,7,7,2,7,3,1,1,1,0,6.4
425963,Max Meyer,mijlocas,0,0,0,90,0,0,0,0,0,52,3,2,33,3,0,1,21,2,0,1,1,2,1,6,4,1,1,5,3,2,0,1,0,6.5
148315,Christian Benteke,atacant,0,0,0,83,0,0,0,1,0,40,0,0,0,0,1,0,15,6,9,0,2,0,0,10,11,2,1,1,2,2,0,0,0,6.4
154280,Jordan Ayew,atacant,0,0,0,65,0,0,0,0,0,71,1,0,100,0,1,0,17,0,1,0,2,1,1,3,8,0,1,6,1,1,5,0,0,6.7
760359,Harvey Barnes,atacant,0,0,0,29,0,0,0,0,0,75,1,0,100,0,0,1,20,1,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,6.1
139671,Marc Albrighton,atacant,0,0,0,14,0,0,0,0,0,67,2,1,0,2,1,2,9,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,5.8
37770,Kasper Schmeichel,portar,0,2,0,90,0,2,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
306128,Ricardo Pereira,fundas,0,0,0,90,0,0,0,0,0,86,1,0,0,1,2,2,78,0,0,1,1,6,4,7,13,0,0,9,5,4,4,0,0,7.9
43248,Jonny Evans,fundas,0,0,0,90,0,0,0,0,0,89,1,0,0,1,0,7,80,3,6,4,0,0,0,4,10,0,0,6,4,3,0,0,0,7.3
602261,Caglar Söyüncü,fundas,0,0,0,90,0,0,0,0,0,91,0,0,0,0,0,4,78,2,5,3,0,1,1,4,9,0,0,5,3,2,0,0,0,7.2
672469,Ben Chilwell,fundas,0,0,0,90,0,0,0,0,0,84,1,0,0,3,1,4,85,3,4,0,0,1,0,5,4,0,1,8,0,0,0,0,0,6.8
533228,Wilfred Ndidi,mijlocas,0,0,0,90,0,0,0,0,0,78,1,0,0,0,1,6,74,7,4,2,0,0,0,9,9,1,5,12,4,1,1,0,0,7.4
728123,Hamza Choudhury,mijlocas,0,0,0,61,0,0,0,0,0,94,1,1,0,0,1,1,54,1,1,0,0,2,0,4,3,0,1,1,1,1,1,0,0,6.5
479020,Ayoze Pérez,atacant,0,0,0,76,0,0,0,0,0,71,1,0,0,3,0,1,31,2,1,1,1,4,2,6,6,0,0,3,1,1,2,0,0,6.6
465960,Youri Tielemans,mijlocas,0,0,0,90,0,0,0,1,0,85,3,1,0,2,3,2,60,1,1,0,1,4,4,2,6,0,0,7,0,0,1,0,0,7.4
493165,James Maddison,mijlocas,0,0,0,90,0,0,0,0,0,88,4,1,0,15,2,3,64,0,0,0,3,6,4,7,7,2,0,8,1,0,2,0,0,6.9
286119,Jamie Vardy,atacant,0,0,0,90,0,0,0,0,0,60,0,0,0,2,0,0,10,2,2,1,0,1,0,3,3,0,0,2,1,1,0,0,0,6.2
534484,Isaac Success,atacant,0,0,0,15,0,0,0,0,0,100,0,0,0,1,0,0,1,3,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,5
210278,Roberto Pereyra,atacant,0,0,0,45,0,0,0,0,0,89,3,3,0,0,0,0,27,0,0,0,2,1,1,3,2,0,0,3,0,0,1,0,0,5.7
24147,Ben Foster,portar,0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,18,23,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,4.4
175311,Kiko,fundas,0,0,0,90,0,0,0,0,0,82,1,0,0,4,2,3,45,0,0,1,0,2,1,3,2,0,1,4,1,1,0,0,0,6
169162,Craig Dawson,fundas,0,0,0,90,0,0,0,0,0,81,2,1,50,0,0,6,36,2,2,4,0,0,0,2,5,1,3,4,3,1,0,0,0,6.1
40548,Craig Cathcart,fundas,0,0,0,90,0,0,0,0,0,80,0,0,0,0,0,4,49,2,2,1,0,0,0,3,5,1,0,10,2,0,1,0,0,5.5
35712,Jose Holebas,fundas,0,0,0,90,0,0,0,0,0,90,0,0,0,6,0,2,49,2,1,4,2,1,1,8,4,4,0,2,2,1,0,0,0,5.2
295067,Will Hughes,mijlocas,0,0,0,90,0,0,0,0,0,74,1,0,0,2,0,1,23,0,0,0,3,2,1,7,5,3,4,1,1,0,3,0,0,6
41365,Étienne Capoue,mijlocas,0,0,0,90,0,0,0,0,0,87,1,0,0,0,0,7,60,0,0,0,4,2,1,6,5,1,3,5,1,0,3,0,0,6
352887,Abdoulaye Doucouré,mijlocas,0,0,0,90,0,0,0,0,0,75,0,0,0,0,2,1,53,0,1,0,0,1,1,1,5,1,1,9,1,0,2,0,0,5.8
251925,Gerard Deulofeu,atacant,0,0,0,45,0,0,0,0,0,76,1,0,0,1,0,1,17,0,0,0,3,1,1,4,1,1,0,4,0,0,0,0,0,5.3
72436,Troy Deeney,atacant,0,0,0,90,0,0,0,0,0,41,1,0,100,0,1,1,22,8,6,0,2,3,2,14,10,2,0,2,1,1,1,0,0,5.9
180259,Andre Gray,atacant,0,0,0,75,0,0,0,0,0,89,1,0,100,0,0,0,9,2,1,0,1,1,0,5,1,1,0,1,0,0,0,0,0,5.5
157723,Christian Eriksen,mijlocas,0,0,0,26,0,0,0,1,0,79,3,1,33,8,3,4,24,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6.9
26295,Hugo Lloris,portar,0,1,0,90,0,3,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.2
734042,Kyle Walker-Peters,fundas,0,0,0,90,0,0,0,0,0,88,1,1,0,4,1,5,74,2,2,3,1,3,2,6,10,1,1,6,3,3,3,0,0,7.8
160599,Toby Alderweireld,fundas,0,0,0,90,0,0,0,0,0,90,2,0,0,0,2,14,83,2,4,2,0,0,0,3,5,1,1,6,1,1,0,0,0,7.5
643533,Davinson Sánchez,fundas,0,0,0,90,0,0,0,0,0,92,2,0,50,0,1,3,64,1,1,1,0,0,0,1,2,0,1,6,1,1,0,0,0,7.2
46353,Danny Rose,fundas,0,0,0,90,0,0,0,1,0,89,0,0,0,6,4,1,46,2,1,0,2,6,2,11,7,3,0,6,2,0,2,0,0,5.9
94550,Moussa Sissoko,mijlocas,0,0,0,90,0,0,1,0,0,90,4,2,0,5,1,2,58,0,0,0,2,5,3,8,6,3,0,8,1,0,2,0,0,7.5
528453,Harry Winks,mijlocas,0,0,0,64,0,0,0,0,0,96,1,0,0,0,2,8,82,0,0,0,1,3,1,3,3,0,0,5,1,1,1,0,0,7.6
773189,Tanguy Ndombélé,mijlocas,0,0,0,89,0,0,0,0,1,85,2,0,50,2,1,2,55,0,0,0,2,0,0,5,3,2,1,4,3,2,0,0,0,7.9
215299,Lucas Moura,atacant,0,0,0,90,0,0,1,1,0,91,3,0,33,1,3,0,34,1,1,0,1,4,1,5,3,0,0,4,1,0,0,0,0,7.8
194165,Harry Kane,atacant,0,0,0,90,0,0,0,1,2,81,8,2,25,2,2,2,21,2,1,0,3,1,0,9,2,3,0,1,1,1,0,0,0,8.7
174850,Erik Lamela,atacant,0,0,0,88,0,0,0,0,0,87,4,1,25,10,2,1,38,2,0,0,3,3,2,6,6,0,0,5,3,3,1,1,0,7.3
240205,Jetro Willems,fundas,0,0,0,36,0,0,0,0,0,81,0,0,0,1,1,0,16,0,1,0,0,0,0,0,3,0,0,0,1,1,1,0,0,6.1
466482,Allan Saint-Maximin,mijlocas,0,0,0,23,0,0,0,0,0,100,1,0,100,1,0,0,8,0,0,0,1,4,2,4,2,1,0,3,0,0,0,0,0,5.8
72241,Martin Dubravka,portar,0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6.2
189982,Fabian Schär,fundas,0,0,0,90,0,0,0,0,0,72,1,0,0,0,0,15,53,1,1,5,0,1,0,6,7,3,7,9,5,2,1,0,0,7.3
279489,Jamaal Lascelles,fundas,0,0,0,90,0,0,0,0,0,83,0,0,0,0,0,4,36,3,7,5,0,0,0,5,9,2,2,5,2,0,0,0,0,6.6
308932,Paul Dummett,fundas,0,0,0,90,0,0,0,0,0,79,0,0,0,1,0,9,43,2,0,4,0,0,0,2,6,0,1,6,6,6,0,0,0,7.1
299984,Javier Manquillo,fundas,0,0,0,90,0,0,0,0,0,74,0,0,0,2,1,3,23,1,0,1,0,2,1,6,2,2,2,6,1,1,0,0,0,6.2
489627,Isaac Hayden,mijlocas,0,0,0,90,0,0,0,0,0,84,0,0,0,0,1,0,31,1,1,2,0,3,3,4,10,1,4,9,4,2,2,0,0,7.4
127130,Jonjo Shelvey,mijlocas,0,0,0,54,0,0,0,0,0,74,2,1,0,2,0,3,19,0,0,0,1,1,1,3,3,0,0,4,2,1,0,0,0,6
820024,Sean Longstaff,mijlocas,0,0,0,67,0,0,0,0,0,69,0,0,0,0,0,2,26,2,2,0,0,0,0,4,5,1,0,3,3,2,0,0,0,6.1
155913,Matt Ritchie,fundas,0,0,0,90,0,0,0,0,0,70,0,0,0,6,3,4,37,0,1,0,0,1,0,5,3,1,3,7,1,1,1,0,0,6.6
442277,Miguel Almiron,mijlocas,0,0,0,90,0,0,0,0,0,73,2,1,0,2,1,1,26,1,0,0,2,4,2,5,4,1,0,8,0,0,2,1,0,6.1
535936,Joelinton,atacant,0,0,0,90,0,0,0,0,0,81,3,0,33,0,0,0,36,3,8,0,0,2,2,4,11,0,1,10,1,1,0,0,0,7
717176,Daniel James,atacant,0,0,0,16,0,0,0,0,1,83,1,0,100,2,0,0,6,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0,7.3
182917,David De Gea,portar,0,3,0,90,0,7,0,0,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8.4
760320,Aaron Wan-Bissaka,fundas,0,0,0,90,0,0,0,0,0,86,0,0,0,4,1,1,36,0,1,5,1,3,2,3,9,0,3,3,6,4,0,0,0,8.1
258269,Victor Nilsson Lindelöf,fundas,0,0,0,90,0,0,0,0,0,84,0,0,0,0,0,10,63,2,1,3,0,1,1,2,3,0,1,7,1,0,0,1,0,7
255610,Harry Maguire,fundas,0,0,0,90,0,0,0,0,0,86,0,0,0,0,1,6,57,2,4,7,0,0,0,2,5,0,4,2,0,0,1,0,0,7.5
362694,Luke Shaw,fundas,0,0,0,90,0,0,0,0,0,83,0,0,0,0,0,3,54,2,2,1,0,2,2,3,5,1,2,5,1,1,0,0,0,7.5
843099,Scott McTominay,mijlocas,0,0,0,90,0,0,0,0,0,81,0,0,0,0,0,7,48,0,0,1,2,1,0,6,5,3,2,10,2,2,3,0,0,6.8
248453,Paul Pogba,mijlocas,0,0,0,90,0,0,2,1,0,76,1,0,0,1,4,7,63,2,4,1,4,3,1,11,6,2,0,10,1,1,0,0,0,8.3
299215,Jesse Lingard,mijlocas,0,0,0,86,0,0,0,0,0,88,0,0,0,0,1,2,26,0,0,0,2,4,4,8,5,4,0,3,0,0,1,1,0,6.6
575779,Andreas Pereira,mijlocas,0,0,0,74,0,0,1,1,0,73,0,0,0,4,1,4,15,0,1,0,0,1,0,7,4,1,0,1,2,2,1,0,0,7.2
696365,Marcus Rashford,atacant,0,0,0,86,0,0,0,2,2,59,4,1,50,1,0,3,22,0,0,1,3,0,0,5,6,1,0,5,3,0,3,0,0,8.9
413557,Anthony Martial,atacant,0,0,0,90,0,0,0,1,1,78,4,1,50,2,1,1,27,1,0,0,3,5,4,9,5,3,0,3,0,0,1,1,0,7.7
304345,Sead Kolasinac,fundas,0,0,0,19,0,0,0,0,0,100,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6.2
575735,Nicolas Pépé,atacant,0,0,0,45,0,0,0,1,0,84,1,0,100,2,3,1,25,0,0,0,1,6,4,3,6,0,0,3,2,1,0,0,0,7.3
215168,Bernd Leno,portar,0,0,0,90,1,3,0,0,0,0,0,0,0,0,0,6,26,1,0,1,0,0,0,1,0,0,0,11,0,0,0,0,0,6
604089,Ainsley Maitland-Niles,fundas,0,0,0,90,0,0,0,0,0,79,1,0,0,2,1,5,48,1,4,3,0,3,1,6,8,3,2,4,2,2,1,0,0,7.4
39455,Sokratis Papastathopoulos,fundas,0,0,0,90,0,0,0,1,0,85,0,0,0,0,1,10,54,3,6,6,0,0,0,4,7,1,1,5,1,1,0,0,0,7.2
52133,David Luiz,fundas,0,0,0,90,0,0,0,0,0,79,0,0,0,0,0,9,61,0,2,8,0,0,0,1,3,1,1,6,1,0,0,1,0,7
38521,Nacho Monreal,fundas,0,0,0,90,0,0,0,0,0,86,0,0,0,2,2,1,59,3,5,6,0,2,2,3,7,0,0,2,0,0,0,0,0,7.6
531629,Daniel Ceballos,mijlocas,0,0,0,83,0,0,2,0,0,90,3,1,33,5,3,6,70,2,0,0,3,4,4,10,9,2,0,7,2,2,3,0,0,8.7
800609,Matteo Guendouzi,mijlocas,0,0,0,90,0,0,0,0,0,95,1,0,100,0,0,1,57,6,1,0,0,0,0,6,4,0,4,4,2,1,2,0,0,6.9
748382,Reiss Nelson,atacant,0,0,0,45,0,0,0,0,0,90,2,1,50,1,1,0,10,0,0,0,2,0,0,4,0,2,0,1,0,0,0,0,0,5.9
860975,Joseph Willock,mijlocas,0,0,0,90,0,0,0,0,0,88,1,1,0,1,2,9,64,1,1,2,1,3,3,4,5,3,1,6,1,0,0,0,0,7.4
150565,Pierre-Emerick Aubameyang,atacant,0,0,0,90,0,0,0,0,1,56,3,0,67,4,1,1,25,1,1,0,2,2,0,5,2,0,0,3,1,0,0,1,0,7.3
169193,Alexandre Lacazette,atacant,0,0,0,71,0,0,0,0,1,60,2,0,100,0,1,1,20,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,7.7
244563,Jota,atacant,0,0,0,15,0,0,0,0,0,73,1,0,100,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
24155,Tom Heaton,portar,0,1,2,90,0,2,0,0,0,0,0,0,0,0,0,10,19,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,5.2
111930,Ahmed El Mohamady,fundas,0,0,0,90,0,0,0,1,0,92,0,0,0,11,5,5,72,1,2,1,0,1,1,2,5,1,3,16,1,1,1,0,0,7.4
294254,Björn Engels,fundas,0,0,0,90,0,0,0,0,0,88,1,0,0,0,0,4,60,2,8,2,0,0,0,3,8,1,2,5,0,0,0,0,0,6.3
419664,Tyrone Mings,fundas,0,0,0,90,0,0,0,0,0,77,0,0,0,1,1,11,66,3,6,6,0,0,0,4,7,2,3,7,1,1,0,0,0,6.6
102356,Neil Taylor,fundas,0,0,0,90,0,0,0,0,0,83,2,1,0,1,1,4,53,2,0,3,1,0,0,4,1,1,0,8,1,1,0,0,0,5.7
356406,John McGinn,mijlocas,0,0,0,90,0,0,0,0,0,74,6,1,50,2,2,7,39,1,1,0,4,2,2,6,8,0,0,4,0,0,5,0,0,7
787350,Douglas Luiz,mijlocas,0,0,0,90,0,0,0,0,1,91,2,1,50,0,1,6,58,1,1,2,1,2,2,4,6,1,1,7,0,0,3,0,0,7.1
312765,Jack Grealish,atacant,0,0,0,90,0,0,1,0,0,78,2,0,0,6,5,6,49,0,1,0,2,1,1,2,6,0,0,6,2,2,2,0,0,7.8
513492,Trezeguet,atacant,0,0,0,87,0,0,0,0,0,87,3,2,33,4,0,1,23,2,1,0,2,2,1,7,4,2,0,2,1,0,1,0,0,5.9
656562,Wesley,atacant,0,0,0,90,0,0,0,1,0,53,2,0,50,0,1,1,15,7,3,1,2,2,2,11,6,1,0,0,0,0,1,0,0,6
562267,Anwar El-Ghazi,atacant,0,0,0,75,0,0,0,0,0,86,2,0,0,6,0,3,22,3,2,0,1,0,0,4,3,0,0,0,1,1,0,0,0,6
599425,Florin Andone,atacant,0,0,0,16,0,0,0,0,0,100,0,0,0,0,1,0,2,0,1,1,0,1,0,1,2,0,0,1,0,0,1,0,0,6.2
391064,Neal Maupay,atacant,0,0,0,23,0,0,0,0,0,88,2,0,0,1,0,1,8,1,1,0,1,3,0,5,3,0,0,1,1,1,1,0,0,5.7
185644,Mathew Ryan,portar,0,1,0,90,0,2,0,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5.9
213688,Martin Montoya,fundas,0,0,0,90,0,0,0,1,0,80,0,0,0,4,1,7,54,0,2,1,2,2,0,8,8,2,0,5,4,1,2,0,0,6.4
174325,Shane Duffy,fundas,0,0,0,90,0,0,0,0,0,84,1,0,0,0,0,4,56,0,4,2,0,0,0,1,6,0,0,4,1,1,1,0,0,6.8
201690,Lewis Dunk,fundas,0,0,0,90,0,0,0,0,0,83,1,0,0,0,0,10,59,1,1,1,0,1,1,2,3,0,4,12,1,1,0,0,0,7
188058,Daniel Burn,fundas,0,0,0,90,0,0,0,1,0,75,2,0,0,2,2,7,48,0,7,4,1,0,0,4,9,1,3,5,2,1,0,0,0,7.3
416850,Solly March,mijlocas,0,0,0,90,0,0,0,0,0,74,1,0,100,8,2,6,43,5,3,2,2,4,3,9,8,0,0,6,1,0,1,0,0,6.7
167008,Pascal Gross,mijlocas,0,0,0,67,0,0,0,2,0,86,1,1,0,5,5,2,35,1,3,0,1,0,0,6,6,1,0,3,3,1,0,0,0,7.2
62336,Dale Stephens,mijlocas,0,0,0,90,0,0,0,0,0,82,2,1,50,0,0,6,55,0,1,4,0,0,0,4,5,1,2,12,3,1,1,0,0,6.9
